"BehaviorSpace results (NetLogo 5.3.1)"
"drug_model.nlogo"
"experiment 1.0"
"04/18/2017 15:42:49:975 +0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","tolerance_limit","no_of_dealers","no_of_consumers","consumer_network","franchise_limit","leave_consumer","surplus","suspicion","allow_direct_connection","new_consumer","[step]","mean [tax_paid] of consumers","mean [tax_collected] of consumers","mean [asked_someone_to_broker] of consumers","mean [brokered_for_someone] of consumers","mean [brokered_for_new_user] of consumers","mean [pinched] of consumers","mean [selling_price] of dealers","count dealers","count consumers"
"1339","3","25","500","2","10","10","24","10","1","50","17280","0","219.03578528827038","33.461232604373755","11.133200795228628","11.133200795228628","1.2728945948804267","172.07692307692307","13","503"
"1340","3","25","500","2","10","10","24","10","1","50","17280","0","219.038","33.546","11.278","11.278","1.3616927175843696","160.85714285714286","14","500"
"1341","3","25","500","2","10","10","24","10","5","10","17280","0","219.214","33.556","11.306","11.306","1.3868034342521458","158.07142857142858","14","500"
"1342","3","25","500","2","10","10","24","10","5","10","17279","339.926","339.926","33.646","17.364","17.364","1.9321818920016263","175.92857142857142","14","500"
"1343","3","25","500","2","10","10","24","10","5","10","17280","0","216.374749498998","33.57715430861723","11.062124248496994","11.060120240480963","1.351771494796823","161.14285714285714","14","499"
"1344","3","25","500","2","10","10","24","10","5","10","17280","0","223.6492985971944","33.633266533066134","11.360721442885772","11.352705410821644","1.4662322897543338","152.53333333333333","15","499"
"1345","3","25","500","2","10","10","24","10","5","10","17280","0","213.448","33.568","11.04","11.026","1.2856614285714276","170.125","16","500"
"1346","3","25","500","2","10","10","24","10","5","10","17279","309.902","310.426","33.57","15.998","15.974","1.8056098434004466","171.92307692307693","13","500"
"1348","3","25","500","2","10","10","24","10","5","10","17280","0","212.874","33.622","10.824","10.824","1.411319337016575","150.83333333333334","12","500"
"1347","3","25","500","2","10","10","24","10","5","10","17280","0","232.932","33.51","11.884","11.884","1.5410259541984732","151.15384615384616","13","500"
"1349","3","25","500","2","10","10","24","10","5","10","17280","0","224.816","33.58","11.546","11.546","1.4277518319491933","157.46153846153845","13","500"
"1350","3","25","500","2","10","10","24","10","5","10","17279","289.018","289.018","33.644","14.916","14.916","1.5336218041485763","188.45454545454547","11","500"
"1351","3","25","500","2","10","10","24","10","5","50","17280","0","216.48804780876495","33.50398406374502","11.151394422310757","11.151394422310757","1.401973326338467","154.41666666666666","12","502"
"1353","3","25","500","2","10","10","24","10","5","50","17280","0","208.12774451097803","33.600798403193615","10.68063872255489","10.68063872255489","1.2613802697635033","165","13","501"
"1352","3","25","500","2","10","10","24","10","5","50","17280","0","227.74850299401197","33.395209580838326","11.676646706586826","11.692614770459082","1.4964994036567527","152.1875","16","501"
"1354","3","25","500","2","10","10","24","10","5","50","17279","289.23552894211576","287.936127744511","33.554890219560875","14.87624750499002","14.944111776447105","1.5915400888687847","180.91666666666666","12","501"
"1355","3","25","500","2","10","10","24","10","5","50","17280","0","213.72111553784862","33.53585657370518","10.97609561752988","10.97609561752988","1.2985586766856616","164.58333333333334","12","502"
"1356","3","25","500","2","10","10","24","10","5","50","17280","0","214.916","33.57","11.084","11.084","1.3916050182112507","154.4375","16","500"
"1357","3","25","500","2","10","10","24","10","5","50","17280","0","213.9145129224652","33.40755467196819","10.928429423459244","10.928429423459244","1.3538893222940827","158","13","503"
"1358","3","25","500","2","10","10","24","10","5","50","17279","277.0119521912351","276.91434262948206","33.613545816733065","14.179282868525897","14.183266932270916","1.4544995774477831","190.3846153846154","13","502"
"1359","3","25","500","2","10","10","24","10","5","50","17280","0","219.99007936507937","33.375","11.121031746031745","11.121031746031745","1.3222544214279748","166.375","16","504"
"1360","3","25","500","2","10","10","24","10","5","50","17280","0","215.286","33.528","11.038","11.038","1.305309601873536","164.23076923076923","13","500"
"1361","3","25","500","2","10","50","24","5","1","10","17280","0","223.3440643863179","33.62374245472837","11.448692152917506","11.41851106639839","1.3352090805703796","167.27272727272728","11","497"
"1362","3","25","500","2","10","50","24","5","1","10","17279","294.2997987927565","295.63380281690144","33.59758551307847","15.183098591549296","15.122736418511066","1.4726465893743526","200.75","12","497"
"1363","3","25","500","2","10","50","24","5","1","10","17280","0","227.2364729458918","33.61923847695391","11.60120240480962","11.603206412825651","1.442771256799313","157.5","12","499"
"1364","3","25","500","2","10","50","24","5","1","10","17280","0","224.63453815261045","33.6425702811245","11.483935742971887","11.542168674698795","1.4778588036355962","152","13","498"
"1365","3","25","500","2","10","50","24","5","1","10","17280","0","214.61971830985917","33.7364185110664","11.070422535211268","11.046277665995976","1.328311775414392","161.53846153846155","13","497"
"1366","3","25","500","2","10","50","24","5","1","10","17279","293.736","293.736","33.652","15.054","15.054","1.5792258064516125","186","16","500"
"1367","3","25","500","2","10","50","24","5","1","10","17280","0","219.06012024048096","33.5811623246493","11.150300601202405","11.136272545090181","1.4500433491095668","151.07142857142858","14","499"
"1368","3","25","500","2","10","50","24","5","1","10","17280","0","213.4308617234469","33.655310621242485","10.927855711422845","10.935871743486974","1.3024258078721018","163.83333333333334","12","499"
"1370","3","25","500","2","10","50","24","5","1","10","17279","269.0565656565657","267.7676767676768","33.74141414141414","14.036363636363637","14.103030303030303","1.3922062916863613","192.33333333333334","12","495"
"1371","3","25","500","2","10","50","24","5","1","50","17280","0","196.116","33.806","9.994","9.994","1.1986403385049371","163.6153846153846","13","500"
"1369","3","25","500","2","10","50","24","5","1","10","17280","0","229.52295409181636","33.365269461077844","11.728542914171657","11.718562874251496","1.552444538602296","147.84615384615384","13","501"
"1372","3","25","500","2","10","50","24","5","1","50","17280","0","216.62075848303394","33.46307385229541","11.187624750499001","11.193612774451097","1.3353987753247352","162.21428571428572","14","501"
"1374","3","25","500","2","10","50","24","5","1","50","17280","0","214.69721115537848","33.344621513944226","11.01792828685259","11.00199203187251","1.2198705179282872","176","10","502"
"1373","3","25","500","2","10","50","24","5","1","50","17279","296.4211576846307","296.81437125748505","33.58483033932136","15.197604790419161","15.17564870259481","1.5485967196042703","191.66666666666666","12","501"
"1375","3","25","500","2","10","50","24","5","1","50","17280","0","215.244","33.402","11.236","11.22","1.3039446127217653","165.07142857142858","14","500"
"1376","3","25","500","2","10","50","24","5","1","50","17280","0","214.50901803607215","33.67134268537074","10.983967935871744","11.02004008016032","1.4169803020675504","151.3846153846154","13","499"
"1377","3","25","500","2","10","50","24","5","1","50","17280","0","221.28","33.558","11.31","11.302","1.3421754953497773","164.86666666666667","15","500"
"1378","3","25","500","2","10","50","24","5","1","50","17279","289.9032258064516","290.78225806451616","33.77217741935484","14.850806451612904","14.808467741935484","1.4760520713934835","197","10","496"
"1379","3","25","500","2","10","50","24","5","1","50","17280","0","190.2814371257485","33.68862275449102","9.746506986027944","9.754491017964073","1.0794717939057414","176.27272727272728","11","501"
"1380","3","25","500","2","10","50","24","5","1","50","17280","0","220.152","33.544","11.34","11.35","1.4976326530612245","147","12","500"
"1381","3","25","500","2","10","50","24","5","5","10","17280","0","228.1790744466801","33.66197183098591","11.655935613682093","11.690140845070422","1.4553552917110109","156.76923076923077","13","497"
"1382","3","25","500","2","10","50","24","5","5","10","17279","279.1578947368421","279.33805668016197","33.96153846153846","14.431174089068826","14.419028340080972","1.4107982660614242","198","10","494"
"1384","3","25","500","2","10","50","24","5","5","10","17280","0","216.37675350701403","33.6312625250501","11.044088176352705","11.032064128256513","1.3613737773028909","158.9090909090909","11","499"
"1383","3","25","500","2","10","50","24","5","5","10","17280","0","211.6546184738956","33.60843373493976","10.676706827309237","10.720883534136545","1.282107734319409","165.08333333333334","12","498"
"1385","3","25","500","2","10","50","24","5","5","10","17280","0","229.6040404040404","33.71515151515152","11.72121212121212","11.709090909090909","1.47434101286841","155.73333333333332","15","495"
"1386","3","25","500","2","10","50","24","5","5","10","17279","296.0140562248996","296.17670682730926","33.80120481927711","15.285140562248996","15.275100401606426","1.7179623365853207","172.4","10","498"
"1387","3","25","500","2","10","50","24","5","5","10","17280","0","234.0941883767535","33.57114228456914","11.887775551102205","11.905811623246493","1.4673213350519747","159.53846153846155","13","499"
"1388","3","25","500","2","10","50","24","5","5","10","17280","0","217.56487025948104","33.4810379241517","11.115768463073852","11.095808383233534","1.4094901358781735","154.35714285714286","14","501"
"1389","3","25","500","2","10","50","24","5","5","10","17280","0","220.688","33.488","11.346","11.346","1.3308866867729432","165.78571428571428","14","500"
"1390","3","25","500","2","10","50","24","5","5","10","17279","304.65330661322645","304.7114228456914","33.6933867735471","15.40681362725451","15.402805611222444","1.5460450421137486","197.0909090909091","11","499"
"1391","3","25","500","2","10","50","24","5","5","50","17280","0","230.07385229540918","33.455089820359284","11.686626746506986","11.686626746506986","1.5111583073590078","152.25","12","501"
"1392","3","25","500","2","10","50","24","5","5","50","17280","0","223.792","33.6","11.564","11.564","1.4421277094317517","155.1818181818182","11","500"
"1393","3","25","500","2","10","50","24","5","5","50","17280","0","212.03792415169661","33.54091816367266","10.838323353293413","10.900199600798404","1.2652685677873494","167.58333333333334","12","501"
"1394","3","25","500","2","10","50","24","5","5","50","17279","295.148","293.508","33.672","14.998","15.082","1.5410921241050122","190.45454545454547","11","500"
"1395","3","25","500","2","10","50","24","5","5","50","17280","0","202.82834331337327","33.58483033932136","10.305389221556887","10.28942115768463","1.1803364596970938","171.69230769230768","13","501"
"1396","3","25","500","2","10","50","24","5","5","50","17280","0","204.28370221327967","33.78470824949698","10.490945674044266","10.498993963782697","1.2610105074893814","162","10","497"
"1397","3","25","500","2","10","50","24","5","5","50","17280","0","201.10179640718562","33.604790419161674","10.291417165668662","10.291417165668662","1.215728744023287","165.41666666666666","12","501"
"1398","3","25","500","2","10","50","24","5","5","50","17279","264.83903420523137","265.9416498993964","33.76659959758551","13.696177062374245","13.639839034205231","1.3176299747286357","201.83333333333334","12","497"
"1399","3","25","500","2","10","50","24","5","5","50","17280","0","208.92785571142284","33.57114228456914","10.935871743486974","10.955911823647295","1.2314019000673257","169.66666666666666","12","499"
"1401","3","25","500","2","10","50","24","10","1","10","17280","0","223.9558232931727","33.636546184738954","11.578313253012048","11.572289156626505","1.4557128514056228","153.84615384615384","13","498"
"1400","3","25","500","2","10","50","24","5","5","50","17280","0","216.11823647294588","33.57314629258517","10.933867735470942","10.935871743486974","1.3069272134152865","165.36363636363637","11","499"
"1402","3","25","500","2","10","50","24","10","1","10","17279","312.0543259557344","311.7303822937626","33.82494969818914","15.917505030181086","15.935613682092555","1.5765674506810972","197.72727272727272","11","497"
"1403","3","25","500","2","10","50","24","10","1","10","17280","0","234.10642570281124","33.558232931726906","12.090361445783133","12.102409638554217","1.6885009516423057","138.6153846153846","13","498"
"1404","3","25","500","2","10","50","24","10","1","10","17280","0","215.618","33.656","10.938","10.938","1.4204460212873797","151.76923076923077","13","500"
"1405","3","25","500","2","10","50","24","10","1","10","17280","0","210.814","33.618","10.982","10.982","1.2819304952215462","164.42857142857142","14","500"
"1407","3","25","500","2","10","50","24","10","1","10","17280","0","220.0320641282565","33.61322645290581","11.2625250501002","11.270541082164328","1.4202665509768297","154.92307692307693","13","499"
"1406","3","25","500","2","10","50","24","10","1","10","17279","291.292","291.672","33.592","15.172","15.154","1.5766054054054053","185","10","500"
"1408","3","25","500","2","10","50","24","10","1","10","17280","0","210.584","33.682","10.678","10.678","1.241772972972973","169.58333333333334","12","500"
"1409","3","25","500","2","10","50","24","10","1","10","17280","0","206","33.754527162977865","10.543259557344065","10.507042253521126","1.1967467079783116","172.13333333333333","15","497"
"1410","3","25","500","2","10","50","24","10","1","10","17280","0","200.64386317907446","33.65191146881288","10.275653923541247","10.203219315895373","1.2696941140513975","158","13","497"
"1411","3","25","500","2","10","50","24","10","1","50","17279","300.83466135458167","301.0637450199203","33.45617529880478","15.268924302788845","15.256972111553784","1.6625701519737905","181.08333333333334","12","502"
"1412","3","25","500","2","10","50","24","10","1","50","17280","0","242.57684630738524","33.409181636726544","12.351297405189621","12.351297405189621","1.6880884996176804","143.57142857142858","14","501"
"1414","3","25","500","2","10","50","24","10","1","50","17280","0","217.084","33.5","11.016","11.008","1.3554125000000006","157.22222222222223","9","500"
"1413","3","25","500","2","10","50","24","10","1","50","17280","0","221.72144288577155","33.57715430861723","11.360721442885772","11.408817635270541","1.4026661547224595","158.07142857142858","14","499"
"1415","3","25","500","2","10","50","24","10","1","50","17279","292.58483033932134","288.7984031936128","33.622754491017965","14.738522954091817","14.926147704590818","1.5533219865605974","185.92307692307693","13","501"
"1416","3","25","500","2","10","50","24","10","1","50","17280","0","203.85513078470825","33.74647887323944","10.454728370221329","10.424547283702212","1.1679200201207254","174.54545454545453","11","497"
"1417","3","25","500","2","10","50","24","10","1","50","17280","0","203.88955823293173","33.47991967871486","10.518072289156626","10.805220883534137","1.2992079873277982","156.875","16","498"
"1418","3","25","500","2","10","50","24","10","1","50","17280","0","213.772","33.5","11.032","11.002","1.5053628585807743","141.92857142857142","14","500"
"1419","3","25","500","2","10","50","24","10","1","50","17279","290.0717131474104","290.94621513944224","33.54382470119522","14.974103585657371","14.936254980079681","1.540024754402585","188.92307692307693","13","502"
"1420","3","25","500","2","10","50","24","10","1","50","17280","0","215.24649298597194","33.49498997995992","11.12625250501002","11.09619238476954","1.3604744477668653","158.21428571428572","14","499"
"1421","3","25","500","2","10","50","24","10","5","10","17280","0","212.95","33.624","11.018","11.014","1.3059509202453996","163","11","500"
"1423","3","25","500","2","10","50","24","10","5","10","17279","285.579476861167","286.4144869215292","33.84507042253521","14.750503018108652","14.70824949698189","1.470300240870272","194.8","10","497"
"1422","3","25","500","2","10","50","24","10","5","10","17280","0","231.32865731462925","33.569138276553105","11.713426853707414","11.703406813627254","1.4198163973716837","162.92857142857142","14","499"
"1424","3","25","500","2","10","50","24","10","5","10","17280","0","210.78313253012047","33.67269076305221","10.829317269076306","10.825301204819278","1.2739101454633046","165.46153846153845","13","498"
"1425","3","25","500","2","10","50","24","10","5","10","17280","0","213.5211267605634","33.643863179074444","11.044265593561368","11.092555331991951","1.3452892048373073","160.78571428571428","14","497"
"1426","3","25","500","2","10","50","24","10","5","10","17279","323.67","323.67","33.582","16.486","16.486","1.7988329010744708","179.93333333333334","15","500"
"1427","3","25","500","2","10","50","24","10","5","10","17280","0","223.374","33.664","11.384","11.384","1.5084997402597398","148.07692307692307","13","500"
"1428","3","25","500","2","10","50","24","10","5","10","17280","0","210.55711422845692","33.59719438877755","10.837675350701403","10.835671342685371","1.2746990954942357","165.1818181818182","11","499"
"1429","3","25","500","2","10","50","24","10","5","10","17280","0","227.20925553319918","33.587525150905435","11.688128772635816","11.720321931589536","1.3730678353155477","164.15384615384616","13","497"
"1430","3","25","500","2","10","50","24","10","5","10","17279","296.8508064516129","297.25201612903226","33.88709677419355","15.316532258064516","15.29233870967742","1.6544639116643733","179.66666666666666","12","496"
"1432","3","25","500","2","10","50","24","10","5","50","17280","0","193.68849206349208","33.45634920634921","9.920634920634921","9.910714285714286","1.0373681336289495","186.69230769230768","13","504"
"1431","3","25","500","2","10","50","24","10","5","50","17280","0","207.8132530120482","33.57831325301205","10.899598393574298","10.873493975903614","1.2419118705899288","167.33333333333334","12","498"
"1433","3","25","500","2","10","50","24","10","5","50","17280","0","196.15169660678643","33.61077844311377","10.269461077844312","10.249500998003992","1.2009287547354268","163.33333333333334","12","501"
"1434","3","25","500","2","10","50","24","10","5","50","17279","289.0436507936508","289.0436507936508","33.476190476190474","14.817460317460318","14.817460317460318","1.669164489664971","173.16666666666666","12","504"
"1435","3","25","500","2","10","50","24","10","5","50","17280","0","211.5130260521042","33.517034068136276","10.853707414829659","10.823647294589179","1.1963096526176173","176.77777777777777","9","499"
"1436","3","25","500","2","10","50","24","10","5","50","17280","0","227.394","33.496","11.512","11.5","1.395666812801402","162.92857142857142","14","500"
"1437","3","25","500","2","10","50","24","10","5","50","17280","0","235.1006036217304","33.43259557344064","12.134808853118713","12.046277665995976","1.5908209041586407","147.78571428571428","14","497"
"1438","3","25","500","2","10","50","24","10","5","50","17279","284.7710843373494","279.3413654618474","33.696787148594375","14.295180722891565","14.576305220883533","1.4508340994822284","192.53846153846155","13","498"
"1439","3","25","500","2","10","50","24","10","5","50","17280","0","226.90419161676647","33.399201596806385","11.790419161676647","11.790419161676647","1.4934457543885464","151.93333333333334","15","501"
"1440","3","25","500","2","10","50","24","10","5","50","17280","0","219.4382470119522","33.30677290836653","11.406374501992032","11.434262948207172","1.3579099443808926","161.6","10","502"
"1441","3","25","500","2","20","10","24","5","1","10","17280","0","238.48296593186373","33.55511022044088","12.400801603206412","12.390781563126252","1.7073398497675616","139.26315789473685","19","499"
"1443","3","25","500","2","20","10","24","5","1","10","17280","0","251.628","33.384","12.778","12.778","1.7821281182630115","141.17391304347825","23","500"
"1442","3","25","500","2","20","10","24","5","1","10","17279","347.86","347.86","33.606","17.738","17.738","1.9732739059967594","176.28571428571428","14","500"
"1445","3","25","500","2","20","10","24","5","1","10","17280","0","237.2255489021956","33.349301397205586","12.357285429141717","12.357285429141717","1.6030632533382843","147.42857142857142","21","501"
"1444","3","25","500","2","20","10","24","5","1","10","17280","0","242.91","33.444","12.384","12.384","1.7451748971193422","139.23809523809524","21","500"
"1446","3","25","500","2","20","10","24","5","1","10","17280","0","240.1623246492986","33.501002004008015","12.366733466933868","12.338677354709418","1.5879990215296615","151.15","20","499"
"1447","3","25","500","2","20","10","24","5","1","10","17279","345.718","345.718","33.592","17.696","17.696","1.9292299107142856","179.2","15","500"
"1448","3","25","500","2","20","10","24","5","1","10","17280","0","255.0741482965932","33.45691382765531","12.925851703406813","12.913827655310621","1.7725792098442887","143.9","20","499"
"1449","3","25","500","2","20","10","24","5","1","10","17280","0","248.28","33.384","12.654","12.654","1.6617462731974435","149.4090909090909","22","500"
"1450","3","25","500","2","20","10","24","5","1","10","17280","0","253.24151696606788","33.34131736526946","13.023952095808383","13.023952095808383","1.827703381912935","138.0909090909091","22","501"
"1451","3","25","500","2","20","10","24","5","1","50","17279","314.0179640718563","314.0179640718563","33.672654690618764","15.916167664670658","15.916167664670658","1.771610516625423","177.25","12","501"
"1452","3","25","500","2","20","10","24","5","1","50","17280","0","249.56487025948104","33.38522954091816","12.748502994011975","12.748502994011975","1.670800752265729","149.3684210526316","19","501"
"1453","3","25","500","2","20","10","24","5","1","50","17280","0","239.64870259481037","33.293413173652695","12.317365269461078","12.333333333333334","1.7368380310781113","137.95","20","501"
"1454","3","25","500","2","20","10","24","5","1","50","17280","0","235.91848906560637","33.314115308151095","12.095427435387673","12.095427435387673","1.5328044727089056","153.9","20","503"
"1455","3","25","500","2","20","10","24","5","1","50","17279","338.1337325349301","338.1337325349301","33.49900199600798","17.24750499001996","17.24750499001996","1.8369702194369515","184.07142857142858","14","501"
"1456","3","25","500","2","20","10","24","5","1","50","17280","0","241.47","33.364","12.376","12.332","1.715213414634146","140.57142857142858","14","500"
"1457","3","25","500","2","20","10","24","5","1","50","17280","0","252.80632411067194","33.02569169960474","12.855731225296443","12.855731225296443","1.803305980409006","140.1904761904762","21","506"
"1458","3","25","500","2","20","10","24","5","1","50","17280","0","242.17131474103584","33.254980079681275","12.43824701195219","12.43824701195219","1.633839454774605","148.22222222222223","18","502"
"1460","3","25","500","2","20","10","24","5","1","50","17280","0","248.90219560878245","33.321357285429144","12.688622754491018","12.688622754491018","1.634825586921395","152.25","20","501"
"1459","3","25","500","2","20","10","24","5","1","50","17279","342.6354581673307","342.7011952191235","33.3406374501992","17.824701195219124","17.814741035856574","1.9117212886562962","179.26315789473685","19","502"
"1462","3","25","500","2","20","10","24","5","5","10","17280","0","238.09619238476955","33.55711422845691","12.074148296593187","12.074148296593187","1.526505808196371","155.94444444444446","18","499"
"1461","3","25","500","2","20","10","24","5","5","10","17280","0","252.89","33.336","12.912","12.912","1.8414297606659742","137.28571428571428","21","500"
"1463","3","25","500","2","20","10","24","5","5","10","17280","0","250.186","33.278","12.784","12.784","1.724677294269712","145.0625","16","500"
"1464","3","25","500","2","20","10","24","5","5","10","17279","349.498997995992","349.8977955911824","33.57715430861723","17.983967935871743","17.96993987975952","2.214543010070775","158","14","499"
"1465","3","25","500","2","20","10","24","5","5","10","17280","0","251.23446893787576","33.414829659318634","13.036072144288577","13.034068136272545","1.9060418524911085","131.8095238095238","21","499"
"1466","3","25","500","2","20","10","24","5","5","10","17280","0","241.09018036072143","33.452905811623246","12.362725450901804","12.350701402805612","1.4843333181572997","162.3125","16","499"
"1467","3","25","500","2","20","10","24","5","5","10","17280","0","251.47105788423153","33.399201596806385","13.071856287425149","13.071856287425149","1.749219018075145","143.76190476190476","21","501"
"1468","3","25","500","2","20","10","24","5","5","10","17279","373.87775551102203","374.1442885771543","33.44088176352705","19.082164328657313","19.06813627254509","2.127241774518937","175.88235294117646","17","499"
"1469","3","25","500","2","20","10","24","5","5","10","17280","0","266.116","33.29","13.616","13.616","1.8054002713704194","147.4","20","500"
"1470","3","25","500","2","20","10","24","5","5","10","17280","0","242.88","33.494","12.492","12.492","1.6997127071823193","142.89473684210526","19","500"
"1471","3","25","500","2","20","10","24","5","5","50","17280","0","240.62449799196787","33.56827309236948","12.29718875502008","12.301204819277109","1.4666636068081855","164.0625","16","498"
"1472","3","25","500","2","20","10","24","5","5","50","17279","328.0360721442886","327.02404809619236","33.66533066132264","16.56312625250501","16.617234468937877","1.786203266797592","183.08333333333334","12","499"
"1473","3","25","500","2","20","10","24","5","5","50","17280","0","258.17165668662676","33.26946107784431","13.007984031936127","13.007984031936127","1.714002699994204","150.625","24","501"
"1475","3","25","500","2","20","10","24","5","5","50","17280","0","246.37125748502993","33.34730538922156","12.602794411177644","12.592814371257486","1.8044769835329342","136.53333333333333","15","501"
"1474","3","25","500","2","20","10","24","5","5","50","17280","0","253.25149700598803","33.23552894211577","13.025948103792414","13.025948103792414","1.8174234373427334","138.8181818181818","22","501"
"1476","3","25","500","2","20","10","24","5","5","50","17279","377.17","377.17","33.488","19.482","19.482","2.2970158343483567","164.2","15","500"
"1477","3","25","500","2","20","10","24","5","5","50","17280","0","252.816","33.468","12.968","12.958","1.7589981024667944","143.72727272727272","22","500"
"1478","3","25","500","2","20","10","24","5","5","50","17280","0","261.044","33.364","13.452","13.448","1.9302250803858536","135.2173913043478","23","500"
"1479","3","25","500","2","20","10","24","5","5","50","17280","0","231.5996015936255","33.278884462151396","11.910358565737052","11.876494023904382","1.6009189050250607","144.66666666666666","18","502"
"1480","3","25","500","2","20","10","24","5","5","50","17279","336.898406374502","336.898406374502","33.39243027888446","17.229083665338646","17.229083665338646","2.1836007820569576","154.28571428571428","14","502"
"1481","3","25","500","2","20","10","24","10","1","10","17280","0","242.646","33.374","12.488","12.488","1.5968805528134271","151.95","20","500"
"1482","3","25","500","2","20","10","24","10","1","10","17280","0","257.37","33.458","12.934","12.946","1.762808219178082","146","19","500"
"1483","3","25","500","2","20","10","24","10","1","10","17280","0","256.566","33.482","12.936","12.936","1.7613056716417905","145.65217391304347","23","500"
"1484","3","25","500","2","20","10","24","10","1","10","17279","366.496","366.496","33.536","18.604","18.604","2.1250251256281403","172.46666666666667","15","500"
"1485","3","25","500","2","20","10","24","10","1","10","17280","0","239.06374501992033","33.366533864541836","12.428286852589641","12.428286852589641","1.6277604063998208","146.86666666666667","15","502"
"1486","3","25","500","2","20","10","24","10","1","10","17280","0","276.192","33.222","14.194","14.194","1.978329492369977","139.6086956521739","23","500"
"1487","3","25","500","2","20","10","24","10","1","10","17280","0","252.362","33.342","13.082","13.082","1.8212507059930971","138.56521739130434","23","500"
"1488","3","25","500","2","20","10","24","10","1","10","17279","357.556","357.556","33.566","18.548","18.548","2.1419700470688916","166.92857142857142","14","500"
"1489","3","25","500","2","20","10","24","10","1","10","17280","0","252.36","33.452","13.034","13.034","1.6842037947997186","149.78947368421052","19","500"
"1490","3","25","500","2","20","10","24","10","1","10","17280","0","256.8642714570858","33.26347305389221","13.005988023952096","13.005988023952096","2.0177868928286418","127.3","20","501"
"1491","3","25","500","2","20","10","24","10","1","50","17280","0","260.3625498007968","33.20318725099602","13.50796812749004","13.50796812749004","1.9402926208322888","134.17391304347825","23","502"
"1492","3","25","500","2","20","10","24","10","1","50","17279","323.31075697211156","323.31075697211156","33.39243027888446","16.58167330677291","16.58167330677291","1.8873102113324876","171.30769230769232","13","502"
"1493","3","25","500","2","20","10","24","10","1","50","17280","0","255.296","33.312","13.004","13.042","1.787297698589458","140.9","20","500"
"1494","3","25","500","2","20","10","24","10","1","50","17280","0","252.828","33.45","13.056","13.056","1.6195703354914668","153.3913043478261","23","500"
"1495","3","25","500","2","20","10","24","10","1","50","17280","0","236.69721115537848","33.35856573705179","12.330677290836654","12.330677290836654","1.5903939654168426","148.23809523809524","21","502"
"1497","3","25","500","2","20","10","24","10","1","50","17280","0","248.07753479125248","33.260437375745525","12.679920477137177","12.679920477137177","1.642353755652118","151.05","20","503"
"1496","3","25","500","2","20","10","24","10","1","50","17279","357.34669338677355","357.4729458917836","33.50901803607214","18.336673346693388","18.33266533066132","2.4604824201007722","145.28571428571428","14","499"
"1498","3","25","500","2","20","10","24","10","1","50","17280","0","245.610337972167","33.15506958250497","12.813121272365805","12.809145129224651","1.7430411081895725","140.9090909090909","22","503"
"1500","3","25","500","2","20","10","24","10","1","50","17280","0","254.25298804780877","33.21912350597609","12.91633466135458","12.91633466135458","1.8513567090859864","137.33333333333334","21","502"
"1501","3","25","500","2","20","10","24","10","5","10","17279","338.99799599198394","339.2605210420842","33.61923847695391","17.24448897795591","17.23246492985972","1.9323219261957612","175.57142857142858","14","499"
"1499","3","25","500","2","20","10","24","10","1","50","17280","0","238.5808383233533","33.427145708582835","12.359281437125748","12.359281437125748","1.4971161356217328","160.4","20","501"
"1502","3","25","500","2","20","10","24","10","5","10","17280","0","259.32","33.414","13.178","13.178","1.941776512881965","133.52","25","500"
"1503","3","25","500","2","20","10","24","10","5","10","17280","0","265.902","33.362","13.566","13.566","1.964793103448274","135.33333333333334","21","500"
"1504","3","25","500","2","20","10","24","10","5","10","17279","374.4","374.4","33.464","19.23","19.23","2.24340878828229","166.88888888888889","18","500"
"1506","3","25","500","2","20","10","24","10","5","10","17280","0","236.88376753507015","33.5310621242485","12.346693386773547","12.382765531062125","1.5882364804151732","149.05555555555554","18","499"
"1505","3","25","500","2","20","10","24","10","5","10","17280","0","243.0240480961924","33.5751503006012","12.40681362725451","12.40681362725451","1.5931314583862655","152.05555555555554","18","499"
"1507","3","25","500","2","20","10","24","10","5","10","17280","0","250.892","33.31","12.922","13.01","1.660573519163762","151.05263157894737","19","500"
"1508","3","25","500","2","20","10","24","10","5","10","17279","360.046","360.046","33.56","18.382","18.382","2.108377477477476","170.76923076923077","13","500"
"1509","3","25","500","2","20","10","24","10","5","10","17280","0","247.58917835671343","33.49498997995992","12.649298597194388","12.633266533066132","1.7101207697801133","144.76470588235293","17","499"
"1510","3","25","500","2","20","10","24","10","5","10","17280","0","239.2008032128514","33.558232931726906","12.413654618473895","12.506024096385541","1.6989963592688517","140.78947368421052","19","498"
"1511","3","25","500","2","20","10","24","10","5","50","17280","0","244.7804391217565","33.41916167664671","12.520958083832335","12.520958083832335","1.711086564734609","143.05555555555554","18","501"
"1512","3","25","500","2","20","10","24","10","5","50","17279","350.85229540918164","350.85229540918164","33.405189620758485","17.87624750499002","17.87624750499002","2.2173455713754806","158.23076923076923","13","501"
"1513","3","25","500","2","20","10","24","10","5","50","17280","0","251.2306163021869","33.04373757455269","12.972166998011929","12.972166998011929","1.6580341609417704","151.22222222222223","18","503"
"1514","3","25","500","2","20","10","24","10","5","50","17280","0","243.05988023952096","33.27744510978044","12.600798403193613","12.600798403193613","1.6610014594955878","146.33333333333334","21","501"
